OPERAT_CARRIER_CD,Key,OPERAT_FLIGHT_NBR,SCHD_DEP_DT,SCHD_DEP_AIRPRT_IATA_CD,ARVL_AIRPRT_IATA_CD,SCHD_LEG_DEP_TMS,EST_LEG_DEP_TMS,ACTL_LEG_DEP_TMS,SCHD_LEG_ARVL_TMS,EST_LEG_ARVL_TMS,ACTL_LEG_ARVL_TMS,LAST_UPDT_TMS_LCL,CURR_STATUS_IND
AA,1001_2024-08-19_AVL,1001,2024-08-19,AVL,CLT,2024-08-19 19:43:00,2024-08-19 20:10:00,2024-08-19 20:56:00,2024-08-19 20:44:00,2024-08-19 21:11:00,,2024-08-19 18:24:38.063,N
AA,1001_2024-08-19_AVL,1001,2024-08-19,AVL,CLT,2024-08-19 19:43:00,2024-08-19 20:28:00,2024-08-19 20:56:00,2024-08-19 20:44:00,2024-08-19 21:29:00,,2024-08-19 18:53:31.611,N
AA,1001_2024-08-19_AVL,1001,2024-08-19,AVL,CLT,2024-08-19 19:43:00,2024-08-19 20:38:00,2024-08-19 20:56:00,2024-08-19 20:44:00,2024-08-19 21:31:00,,2024-08-19 19:18:12.029,N
AA,1001_2024-08-19_AVL,1001,2024-08-19,AVL,CLT,2024-08-19 19:43:00,2024-08-19 21:00:00,2024-08-19 20:56:00,2024-08-19 20:44:00,2024-08-19 21:53:00,,2024-08-19 19:27:32.095,N
AA,1001_2024-08-19_AVL,1001,2024-08-19,AVL,CLT,2024-08-19 19:43:00,2024-08-19 21:00:00,2024-08-19 20:56:00,2024-08-19 20:44:00,2024-08-19 21:58:00,2024-08-19 22:03:00,2024-08-19 22:04:03.261,Y
AA,1001_2024-08-19_CLT,1001,2024-08-19,CLT,AVL,2024-08-19 18:10:00,2024-08-19 18:35:00,2024-08-19 19:26:00,2024-08-19 19:03:00,2024-08-19 19:24:00,,2024-08-19 17:57:08.200,N
AA,1001_2024-08-19_CLT,1001,2024-08-19,CLT,AVL,2024-08-19 18:10:00,2024-08-19 18:45:00,2024-08-19 19:26:00,2024-08-19 19:03:00,2024-08-19 19:34:00,,2024-08-19 18:20:19.556,N
AA,1001_2024-08-19_CLT,1001,2024-08-19,CLT,AVL,2024-08-19 18:10:00,2024-08-19 19:00:00,2024-08-19 19:26:00,2024-08-19 19:03:00,2024-08-19 19:49:00,,2024-08-19 18:21:20.200,N
AA,1001_2024-08-19_CLT,1001,2024-08-19,CLT,AVL,2024-08-19 18:10:00,2024-08-19 19:10:00,2024-08-19 19:26:00,2024-08-19 19:03:00,2024-08-19 19:58:00,,2024-08-19 18:42:40.225,N
AA,1001_2024-08-19_CLT,1001,2024-08-19,CLT,AVL,2024-08-19 18:10:00,2024-08-19 19:20:00,2024-08-19 19:26:00,2024-08-19 19:03:00,2024-08-19 20:08:00,,2024-08-19 18:48:15.445,N
AA,1001_2024-08-19_CLT,1001,2024-08-19,CLT,AVL,2024-08-19 18:10:00,2024-08-19 19:30:00,2024-08-19 19:26:00,2024-08-19 19:03:00,2024-08-19 20:18:00,,2024-08-19 19:12:54.035,N
AA,1001_2024-08-19_CLT,1001,2024-08-19,CLT,AVL,2024-08-19 18:10:00,2024-08-19 19:30:00,2024-08-19 19:26:00,2024-08-19 19:03:00,2024-08-19 20:14:00,2024-08-19 20:12:00,2024-08-19 22:04:03.260,Y
AA,1001_2024-08-20_AVL,1001,2024-08-20,AVL,CLT,2024-08-20 19:43:00,2024-08-20 19:43:00,2024-08-20 19:35:00,2024-08-20 20:44:00,2024-08-20 20:40:00,2024-08-20 20:31:00,2024-08-20 20:34:58.031,Y
AA,1001_2024-08-20_CLT,1001,2024-08-20,CLT,AVL,2024-08-20 18:10:00,2024-08-20 18:10:00,2024-08-20 18:05:00,2024-08-20 19:03:00,2024-08-20 18:46:00,2024-08-20 18:44:00,2024-08-20 20:34:58.030,Y
AA,1001_2024-08-21_AVL,1001,2024-08-21,AVL,CLT,2024-08-21 19:43:00,2024-08-21 19:43:00,2024-08-21 19:27:00,2024-08-21 20:44:00,2024-08-21 20:24:00,2024-08-21 20:20:00,2024-08-21 20:20:33.090,Y
AA,1001_2024-08-21_CLT,1001,2024-08-21,CLT,AVL,2024-08-21 18:10:00,2024-08-21 18:10:00,2024-08-21 18:07:00,2024-08-21 19:03:00,2024-08-21 18:53:00,2024-08-21 18:56:00,2024-08-21 20:20:33.089,Y
AA,1001_2024-08-22_AVL,1001,2024-08-22,AVL,CLT,2024-08-22 19:43:00,2024-08-22 19:43:00,2024-08-22 19:36:00,2024-08-22 20:44:00,2024-08-22 20:26:00,2024-08-22 20:24:00,2024-08-22 20:24:48.524,Y
AA,1001_2024-08-22_CLT,1001,2024-08-22,CLT,AVL,2024-08-22 18:10:00,2024-08-22 18:10:00,2024-08-22 18:08:00,2024-08-22 19:03:00,2024-08-22 18:52:00,2024-08-22 18:54:00,2024-08-22 20:24:48.523,Y
AA,1001_2024-08-23_AVL,1001,2024-08-23,AVL,CLT,2024-08-23 19:43:00,2024-08-23 19:43:00,2024-08-23 19:38:00,2024-08-23 20:44:00,2024-08-23 20:31:00,2024-08-23 20:58:00,2024-08-23 20:58:41.100,Y
AA,1001_2024-08-23_CLT,1001,2024-08-23,CLT,AVL,2024-08-23 18:10:00,2024-08-23 18:10:00,2024-08-23 18:09:00,2024-08-23 19:03:00,2024-08-23 18:53:00,2024-08-23 18:53:00,2024-08-23 20:58:41.099,Y
AA,1001_2024-08-24_AVL,1001,2024-08-24,AVL,CLT,2024-08-24 19:43:00,2024-08-24 19:43:00,2024-08-24 19:39:00,2024-08-24 20:44:00,2024-08-24 20:48:00,2024-08-24 20:40:00,2024-08-24 20:40:31.359,Y
AA,1001_2024-08-24_CLT,1001,2024-08-24,CLT,AVL,2024-08-24 18:10:00,2024-08-24 18:10:00,2024-08-24 18:05:00,2024-08-24 19:03:00,2024-08-24 18:43:00,2024-08-24 19:17:00,2024-08-24 20:40:31.358,Y
AA,1001_2024-08-25_AVL,1001,2024-08-25,AVL,CLT,2024-08-25 19:43:00,2024-08-25 19:43:00,2024-08-25 19:37:00,2024-08-25 20:44:00,2024-08-25 20:35:00,2024-08-25 20:35:00,2024-08-25 20:35:38.594,Y
AA,1001_2024-08-25_CLT,1001,2024-08-25,CLT,AVL,2024-08-25 18:10:00,2024-08-25 18:10:00,2024-08-25 18:08:00,2024-08-25 19:03:00,2024-08-25 19:03:00,2024-08-25 19:01:00,2024-08-25 20:35:38.593,Y
AA,1001_2024-08-26_AVL,1001,2024-08-26,AVL,CLT,2024-08-26 19:43:00,2024-08-26 19:52:00,2024-08-26 20:31:00,2024-08-26 20:44:00,2024-08-26 20:53:00,,2024-08-26 17:01:58.888,N
AA,1001_2024-08-26_AVL,1001,2024-08-26,AVL,CLT,2024-08-26 19:43:00,2024-08-26 19:54:00,2024-08-26 20:31:00,2024-08-26 20:44:00,2024-08-26 20:55:00,,2024-08-26 17:26:10.443,N
AA,1001_2024-08-26_AVL,1001,2024-08-26,AVL,CLT,2024-08-26 19:43:00,2024-08-26 20:08:00,2024-08-26 20:31:00,2024-08-26 20:44:00,2024-08-26 21:09:00,,2024-08-26 17:26:48.125,N
AA,1001_2024-08-26_AVL,1001,2024-08-26,AVL,CLT,2024-08-26 19:43:00,2024-08-26 20:13:00,2024-08-26 20:31:00,2024-08-26 20:44:00,2024-08-26 21:14:00,,2024-08-26 18:34:44.379,N
AA,1001_2024-08-26_AVL,1001,2024-08-26,AVL,CLT,2024-08-26 19:43:00,2024-08-26 20:24:00,2024-08-26 20:31:00,2024-08-26 20:44:00,2024-08-26 21:25:00,,2024-08-26 18:59:47.345,N
AA,1001_2024-08-26_AVL,1001,2024-08-26,AVL,CLT,2024-08-26 19:43:00,2024-08-26 20:33:00,2024-08-26 20:31:00,2024-08-26 20:44:00,2024-08-26 21:34:00,,2024-08-26 19:18:29.736,N
AA,1001_2024-08-26_AVL,1001,2024-08-26,AVL,CLT,2024-08-26 19:43:00,2024-08-26 20:33:00,2024-08-26 20:31:00,2024-08-26 20:44:00,2024-08-26 21:25:00,2024-08-26 21:35:00,2024-08-26 21:35:31.864,Y
AA,1001_2024-08-26_CLT,1001,2024-08-26,CLT,AVL,2024-08-26 18:10:00,2024-08-26 18:27:00,2024-08-26 19:14:00,2024-08-26 19:03:00,2024-08-26 19:20:00,,2024-08-26 15:30:42.705,N
AA,1001_2024-08-26_CLT,1001,2024-08-26,CLT,AVL,2024-08-26 18:10:00,2024-08-26 18:39:00,2024-08-26 19:14:00,2024-08-26 19:03:00,2024-08-26 19:32:00,,2024-08-26 17:01:02.153,N
AA,1001_2024-08-26_CLT,1001,2024-08-26,CLT,AVL,2024-08-26 18:10:00,2024-08-26 18:53:00,2024-08-26 19:14:00,2024-08-26 19:03:00,2024-08-26 19:48:00,,2024-08-26 17:26:10.216,N
AA,1001_2024-08-26_CLT,1001,2024-08-26,CLT,AVL,2024-08-26 18:10:00,2024-08-26 18:58:00,2024-08-26 19:14:00,2024-08-26 19:03:00,2024-08-26 19:53:00,,2024-08-26 18:34:07.806,N
AA,1001_2024-08-26_CLT,1001,2024-08-26,CLT,AVL,2024-08-26 18:10:00,2024-08-26 19:10:00,2024-08-26 19:14:00,2024-08-26 19:03:00,2024-08-26 20:04:00,,2024-08-26 18:59:10.583,N
AA,1001_2024-08-26_CLT,1001,2024-08-26,CLT,AVL,2024-08-26 18:10:00,2024-08-26 19:15:00,2024-08-26 19:14:00,2024-08-26 19:03:00,2024-08-26 20:09:00,,2024-08-26 19:13:01.409,N
AA,1001_2024-08-26_CLT,1001,2024-08-26,CLT,AVL,2024-08-26 18:10:00,2024-08-26 19:15:00,2024-08-26 19:14:00,2024-08-26 19:03:00,2024-08-26 20:00:00,2024-08-26 20:00:00,2024-08-26 21:35:31.863,Y
AA,1001_2024-08-29_AVL,1001,2024-08-29,AVL,CLT,2024-08-29 19:43:00,2024-08-29 19:43:00,2024-08-29 19:33:00,2024-08-29 20:44:00,2024-08-29 20:36:00,2024-08-29 20:41:00,2024-08-29 20:41:28.087,Y
AA,1001_2024-08-29_CLT,1001,2024-08-29,CLT,AVL,2024-08-29 18:10:00,2024-08-29 18:10:00,2024-08-29 18:09:00,2024-08-29 19:03:00,2024-08-29 18:51:00,2024-08-29 18:51:00,2024-08-29 20:41:28.086,Y
AA,1001_2024-08-30_AVL,1001,2024-08-30,AVL,CLT,2024-08-30 19:43:00,2024-08-30 20:05:00,2024-08-31 13:36:00,2024-08-30 20:44:00,2024-08-30 20:59:00,,2024-08-30 19:34:38.260,N
AA,1001_2024-08-30_AVL,1001,2024-08-30,AVL,CLT,2024-08-30 19:43:00,2024-08-30 20:15:00,2024-08-31 13:36:00,2024-08-30 20:44:00,2024-08-30 21:09:00,,2024-08-30 20:15:39.855,N
AA,1001_2024-08-30_AVL,1001,2024-08-30,AVL,CLT,2024-08-30 19:43:00,2024-08-30 20:25:00,2024-08-31 13:36:00,2024-08-30 20:44:00,2024-08-30 21:19:00,,2024-08-30 20:25:44.748,N
AA,1001_2024-08-30_AVL,1001,2024-08-30,AVL,CLT,2024-08-30 19:43:00,2024-08-30 20:35:00,2024-08-31 13:36:00,2024-08-30 20:44:00,2024-08-30 21:29:00,,2024-08-30 20:35:52.162,N
AA,1001_2024-08-30_AVL,1001,2024-08-30,AVL,CLT,2024-08-30 19:43:00,2024-08-30 20:45:00,2024-08-31 13:36:00,2024-08-30 20:44:00,2024-08-30 21:39:00,,2024-08-30 20:45:38.142,N
AA,1001_2024-08-30_AVL,1001,2024-08-30,AVL,CLT,2024-08-30 19:43:00,2024-08-30 20:55:00,2024-08-31 13:36:00,2024-08-30 20:44:00,2024-08-30 21:49:00,,2024-08-30 20:55:41.217,N
AA,1001_2024-08-30_AVL,1001,2024-08-30,AVL,CLT,2024-08-30 19:43:00,2024-08-30 21:05:00,2024-08-31 13:36:00,2024-08-30 20:44:00,2024-08-30 21:59:00,,2024-08-30 21:05:43.407,N
AA,1001_2024-08-30_AVL,1001,2024-08-30,AVL,CLT,2024-08-30 19:43:00,2024-08-30 21:15:00,2024-08-31 13:36:00,2024-08-30 20:44:00,2024-08-30 22:09:00,,2024-08-30 21:15:44.412,N
AA,1001_2024-08-30_AVL,1001,2024-08-30,AVL,CLT,2024-08-30 19:43:00,2024-08-30 21:25:00,2024-08-31 13:36:00,2024-08-30 20:44:00,2024-08-30 22:19:00,,2024-08-30 21:25:44.071,N
AA,1001_2024-08-30_AVL,1001,2024-08-30,AVL,CLT,2024-08-30 19:43:00,2024-08-31 00:01:00,2024-08-31 13:36:00,2024-08-30 20:44:00,2024-08-31 00:52:00,,2024-08-30 23:35:06.249,N
AA,1001_2024-08-30_AVL,1001,2024-08-30,AVL,CLT,2024-08-30 19:43:00,2024-08-31 00:30:00,2024-08-31 13:36:00,2024-08-30 20:44:00,2024-08-31 01:29:00,,2024-08-30 23:53:17.219,N
AA,1001_2024-08-30_AVL,1001,2024-08-30,AVL,CLT,2024-08-30 19:43:00,2024-08-31 00:45:00,2024-08-31 13:36:00,2024-08-30 20:44:00,2024-08-31 01:44:00,,2024-08-31 00:02:32.704,N
AA,1001_2024-08-30_AVL,1001,2024-08-30,AVL,CLT,2024-08-30 19:43:00,2024-08-31 00:45:00,2024-08-31 13:36:00,2024-08-30 20:44:00,2024-08-31 14:36:00,2024-08-31 14:43:00,2024-08-31 14:44:29.961,Y
AA,1001_2024-08-30_CLT,1001,2024-08-30,CLT,AVL,2024-08-30 18:10:00,2024-08-30 18:24:00,2024-08-30 18:28:00,2024-08-30 19:03:00,2024-08-30 19:12:00,,2024-08-30 18:00:09.817,N
AA,1001_2024-08-30_CLT,1001,2024-08-30,CLT,AVL,2024-08-30 18:10:00,2024-08-30 18:24:00,2024-08-30 18:28:00,2024-08-30 19:03:00,2024-08-30 19:35:00,2024-08-30 19:28:00,2024-08-31 14:44:29.960,Y
AA,1001_2024-09-01_AVL,1001,2024-09-01,AVL,CLT,2024-09-01 19:43:00,2024-09-01 19:54:00,2024-09-01 22:24:00,2024-09-01 20:44:00,2024-09-01 20:55:00,,2024-09-01 18:15:30.748,N
AA,1001_2024-09-01_AVL,1001,2024-09-01,AVL,CLT,2024-09-01 19:43:00,2024-09-01 20:09:00,2024-09-01 22:24:00,2024-09-01 20:44:00,2024-09-01 21:10:00,,2024-09-01 18:32:45.542,N
AA,1001_2024-09-01_AVL,1001,2024-09-01,AVL,CLT,2024-09-01 19:43:00,2024-09-01 20:23:00,2024-09-01 22:24:00,2024-09-01 20:44:00,2024-09-01 21:24:00,,2024-09-01 18:46:11.170,N
AA,1001_2024-09-01_AVL,1001,2024-09-01,AVL,CLT,2024-09-01 19:43:00,2024-09-01 20:38:00,2024-09-01 22:24:00,2024-09-01 20:44:00,2024-09-01 21:39:00,,2024-09-01 18:57:43.521,N
AA,1001_2024-09-01_AVL,1001,2024-09-01,AVL,CLT,2024-09-01 19:43:00,2024-09-01 21:07:00,2024-09-01 22:24:00,2024-09-01 20:44:00,2024-09-01 22:08:00,,2024-09-01 19:08:47.519,N
AA,1001_2024-09-01_AVL,1001,2024-09-01,AVL,CLT,2024-09-01 19:43:00,2024-09-01 21:25:00,2024-09-01 22:24:00,2024-09-01 20:44:00,2024-09-01 22:18:00,,2024-09-01 21:08:49.072,N
AA,1001_2024-09-01_AVL,1001,2024-09-01,AVL,CLT,2024-09-01 19:43:00,2024-09-01 21:50:00,2024-09-01 22:24:00,2024-09-01 20:44:00,2024-09-01 22:43:00,,2024-09-01 21:21:43.211,N
AA,1001_2024-09-01_AVL,1001,2024-09-01,AVL,CLT,2024-09-01 19:43:00,2024-09-01 22:00:00,2024-09-01 22:24:00,2024-09-01 20:44:00,2024-09-01 22:53:00,,2024-09-01 21:25:45.674,N
AA,1001_2024-09-01_AVL,1001,2024-09-01,AVL,CLT,2024-09-01 19:43:00,2024-09-01 22:30:00,2024-09-01 22:24:00,2024-09-01 20:44:00,2024-09-01 23:22:00,,2024-09-01 21:47:14.299,N
AA,1001_2024-09-01_AVL,1001,2024-09-01,AVL,CLT,2024-09-01 19:43:00,2024-09-01 22:30:00,2024-09-01 22:24:00,2024-09-01 20:44:00,2024-09-01 23:43:00,2024-09-01 23:48:00,2024-09-01 23:49:42.506,Y
AA,1001_2024-09-01_CLT,1001,2024-09-01,CLT,AVL,2024-09-01 18:10:00,2024-09-01 18:30:00,2024-09-01 19:55:00,2024-09-01 19:03:00,2024-09-01 19:19:00,,2024-09-01 17:38:18.381,N
AA,1001_2024-09-01_CLT,1001,2024-09-01,CLT,AVL,2024-09-01 18:10:00,2024-09-01 18:45:00,2024-09-01 19:55:00,2024-09-01 19:03:00,2024-09-01 19:34:00,,2024-09-01 18:10:13.429,N
AA,1001_2024-09-01_CLT,1001,2024-09-01,CLT,AVL,2024-09-01 18:10:00,2024-09-01 19:00:00,2024-09-01 19:55:00,2024-09-01 19:03:00,2024-09-01 19:49:00,,2024-09-01 18:27:06.662,N
AA,1001_2024-09-01_CLT,1001,2024-09-01,CLT,AVL,2024-09-01 18:10:00,2024-09-01 19:15:00,2024-09-01 19:55:00,2024-09-01 19:03:00,2024-09-01 20:03:00,,2024-09-01 18:31:30.895,N
AA,1001_2024-09-01_CLT,1001,2024-09-01,CLT,AVL,2024-09-01 18:10:00,2024-09-01 19:30:00,2024-09-01 19:55:00,2024-09-01 19:03:00,2024-09-01 20:18:00,,2024-09-01 18:52:42.219,N
AA,1001_2024-09-01_CLT,1001,2024-09-01,CLT,AVL,2024-09-01 18:10:00,2024-09-01 20:00:00,2024-09-01 19:55:00,2024-09-01 19:03:00,2024-09-01 20:47:00,,2024-09-01 19:07:49.414,N
AA,1001_2024-09-01_CLT,1001,2024-09-01,CLT,AVL,2024-09-01 18:10:00,2024-09-01 20:00:00,2024-09-01 19:55:00,2024-09-01 19:03:00,2024-09-01 20:35:00,2024-09-01 20:36:00,2024-09-01 23:49:42.505,Y
AA,1001_2024-09-02_AVL,1001,2024-09-02,AVL,CLT,2024-09-02 19:43:00,2024-09-02 19:43:00,2024-09-02 19:43:00,2024-09-02 20:44:00,2024-09-02 20:46:00,2024-09-02 20:51:00,2024-09-02 20:52:30.029,Y
AA,1001_2024-09-02_CLT,1001,2024-09-02,CLT,AVL,2024-09-02 18:10:00,2024-09-02 18:10:00,2024-09-02 18:04:00,2024-09-02 19:03:00,2024-09-02 18:49:00,2024-09-02 18:46:00,2024-09-02 20:52:30.028,Y
AA,1001_2024-09-03_AVL,1001,2024-09-03,AVL,CLT,2024-09-03 19:43:00,2024-09-03 20:00:00,2024-09-03 20:37:00,2024-09-03 20:44:00,2024-09-03 21:01:00,,2024-09-03 17:59:43.296,N
AA,1001_2024-09-03_AVL,1001,2024-09-03,AVL,CLT,2024-09-03 19:43:00,2024-09-03 20:40:00,2024-09-03 20:37:00,2024-09-03 20:44:00,2024-09-03 21:41:00,,2024-09-03 18:25:16.213,N
AA,1001_2024-09-03_AVL,1001,2024-09-03,AVL,CLT,2024-09-03 19:43:00,2024-09-03 20:40:00,2024-09-03 20:37:00,2024-09-03 20:44:00,2024-09-03 21:44:00,2024-09-03 21:49:00,2024-09-03 21:50:23.548,Y
AA,1001_2024-09-03_CLT,1001,2024-09-03,CLT,AVL,2024-09-03 18:10:00,2024-09-03 18:40:00,2024-09-03 19:12:00,2024-09-03 19:03:00,2024-09-03 19:35:00,,2024-09-03 17:58:30.197,N
AA,1001_2024-09-03_CLT,1001,2024-09-03,CLT,AVL,2024-09-03 18:10:00,2024-09-03 19:15:00,2024-09-03 19:12:00,2024-09-03 19:03:00,2024-09-03 20:09:00,,2024-09-03 18:22:29.553,N
AA,1001_2024-09-03_CLT,1001,2024-09-03,CLT,AVL,2024-09-03 18:10:00,2024-09-03 19:15:00,2024-09-03 19:12:00,2024-09-03 19:03:00,2024-09-03 19:59:00,2024-09-03 19:58:00,2024-09-03 21:50:23.547,Y
AA,1001_2024-10-07_DFW,1001,2024-10-07,DFW,CUN,2024-10-07 09:09:00,2024-10-07 09:21:00,2024-10-07 09:23:00,2024-10-07 11:59:00,2024-10-07 12:25:00,,2024-10-07 08:49:01.398,N
AA,1001_2024-10-07_DFW,1001,2024-10-07,DFW,CUN,2024-10-07 09:09:00,2024-10-07 09:21:00,2024-10-07 09:23:00,2024-10-07 11:59:00,2024-10-07 12:11:00,2024-10-07 12:10:00,2024-10-07 12:13:02.897,Y
AA,1001_2024-10-08_DFW,1001,2024-10-08,DFW,CUN,2024-10-08 09:09:00,2024-10-08 09:09:00,2024-10-08 09:00:00,2024-10-08 11:59:00,2024-10-08 12:17:00,2024-10-08 12:15:00,2024-10-08 12:17:16.090,Y
AA,1001_2024-10-09_DFW,1001,2024-10-09,DFW,CUN,2024-10-09 09:09:00,2024-10-09 09:09:00,2024-10-09 09:05:00,2024-10-09 11:59:00,2024-10-09 11:42:00,2024-10-09 11:41:00,2024-10-09 11:43:24.308,Y
AA,1001_2024-10-10_DFW,1001,2024-10-10,DFW,CUN,2024-10-10 09:09:00,2024-10-10 09:09:00,2024-10-10 09:00:00,2024-10-10 11:59:00,2024-10-10 11:44:00,2024-10-10 11:41:00,2024-10-10 11:44:38.883,Y
AA,1001_2024-10-11_DFW,1001,2024-10-11,DFW,CUN,2024-10-11 09:09:00,2024-10-11 09:09:00,2024-10-11 09:05:00,2024-10-11 11:59:00,2024-10-11 11:55:00,2024-10-11 12:18:00,2024-10-11 12:20:41.908,Y
AA,1001_2024-10-12_ORD,1001,2024-10-12,ORD,CUN,2024-10-12 07:06:00,2024-10-12 08:00:00,2024-10-12 07:45:00,2024-10-12 10:51:00,2024-10-12 11:44:00,,2024-10-12 06:26:33.364,N
AA,1001_2024-10-12_ORD,1001,2024-10-12,ORD,CUN,2024-10-12 07:06:00,2024-10-12 08:00:00,2024-10-12 07:45:00,2024-10-12 10:51:00,2024-10-12 11:08:00,2024-10-12 11:10:00,2024-10-12 11:13:48.296,Y
AA,1001_2024-10-13_DFW,1001,2024-10-13,DFW,CUN,2024-10-13 09:09:00,2024-10-13 09:09:00,2024-10-13 09:05:00,2024-10-13 11:59:00,2024-10-13 11:45:00,2024-10-13 11:39:00,2024-10-13 11:42:31.627,Y
AA,1001_2024-10-14_DFW,1001,2024-10-14,DFW,CUN,2024-10-14 09:09:00,2024-10-14 09:09:00,2024-10-14 09:05:00,2024-10-14 11:59:00,2024-10-14 11:40:00,2024-10-14 11:34:00,2024-10-14 11:37:15.302,Y
AA,1001_2024-10-15_DFW,1001,2024-10-15,DFW,CUN,2024-10-15 09:09:00,2024-10-15 09:49:00,2024-10-15 09:42:00,2024-10-15 11:59:00,2024-10-15 12:55:00,,2024-10-15 08:49:05.213,N
AA,1001_2024-10-15_DFW,1001,2024-10-15,DFW,CUN,2024-10-15 09:09:00,2024-10-15 09:49:00,2024-10-15 09:42:00,2024-10-15 11:59:00,2024-10-15 12:21:00,2024-10-15 12:17:00,2024-10-15 12:19:58.359,Y
AA,1001_2024-10-16_DFW,1001,2024-10-16,DFW,CUN,2024-10-16 09:09:00,2024-10-16 09:09:00,2024-10-16 09:04:00,2024-10-16 11:59:00,2024-10-16 11:40:00,2024-10-16 11:36:00,2024-10-16 11:39:36.070,Y
AA,1001_2024-10-17_DFW,1001,2024-10-17,DFW,CUN,2024-10-17 09:09:00,2024-10-17 09:26:00,2024-10-17 10:03:00,2024-10-17 11:59:00,2024-10-17 12:30:00,,2024-10-17 08:47:07.869,N
AA,1001_2024-10-17_DFW,1001,2024-10-17,DFW,CUN,2024-10-17 09:09:00,2024-10-17 09:37:00,2024-10-17 10:03:00,2024-10-17 11:59:00,2024-10-17 12:50:00,,2024-10-17 09:33:26.114,N
AA,1001_2024-10-17_DFW,1001,2024-10-17,DFW,CUN,2024-10-17 09:09:00,2024-10-17 09:56:00,2024-10-17 10:03:00,2024-10-17 11:59:00,2024-10-17 13:09:00,,2024-10-17 09:40:00.428,N
AA,1001_2024-10-17_DFW,1001,2024-10-17,DFW,CUN,2024-10-17 09:09:00,2024-10-17 10:11:00,2024-10-17 10:03:00,2024-10-17 11:59:00,2024-10-17 13:28:00,,2024-10-17 10:00:44.839,N
AA,1001_2024-10-17_DFW,1001,2024-10-17,DFW,CUN,2024-10-17 09:09:00,2024-10-17 10:11:00,2024-10-17 10:03:00,2024-10-17 11:59:00,2024-10-17 13:13:00,2024-10-17 13:10:00,2024-10-17 13:12:49.367,Y
AA,1001_2024-10-18_DFW,1001,2024-10-18,DFW,CUN,2024-10-18 09:09:00,2024-10-18 09:09:00,2024-10-18 09:03:00,2024-10-18 11:59:00,2024-10-18 11:50:00,2024-10-18 11:48:00,2024-10-18 11:50:14.309,Y
AA,1001_2024-10-19_ORD,1001,2024-10-19,ORD,CUN,2024-10-19 07:06:00,2024-10-19 07:36:00,2024-10-19 08:04:00,2024-10-19 10:51:00,2024-10-19 11:36:00,,2024-10-19 06:51:46.483,N
AA,1001_2024-10-19_ORD,1001,2024-10-19,ORD,CUN,2024-10-19 07:06:00,2024-10-19 08:00:00,2024-10-19 08:04:00,2024-10-19 10:51:00,2024-10-19 12:05:00,,2024-10-19 07:30:09.294,N
AA,1001_2024-10-19_ORD,1001,2024-10-19,ORD,CUN,2024-10-19 07:06:00,2024-10-19 08:00:00,2024-10-19 08:04:00,2024-10-19 10:51:00,2024-10-19 11:40:00,2024-10-19 11:37:00,2024-10-19 11:39:29.645,Y
AA,1001_2024-10-19_ORD,1001,2024-10-19,ORD,CUN,2024-10-19 07:06:00,2024-10-19 08:30:00,2024-10-19 08:04:00,2024-10-19 10:51:00,2024-10-19 12:28:00,,2024-10-19 06:46:23.853,N
AA,1001_2024-10-20_DFW,1001,2024-10-20,DFW,CUN,2024-10-20 09:09:00,2024-10-20 09:09:00,2024-10-20 09:04:00,2024-10-20 11:59:00,2024-10-20 11:37:00,2024-10-20 11:33:00,2024-10-20 11:36:06.095,Y
AA,1001_2024-10-21_DFW,1001,2024-10-21,DFW,CUN,2024-10-21 09:09:00,2024-10-21 09:09:00,2024-10-21 09:04:00,2024-10-21 11:59:00,2024-10-21 11:38:00,2024-10-21 11:33:00,2024-10-21 11:35:31.013,Y
AA,1001_2024-10-22_DFW,1001,2024-10-22,DFW,CUN,2024-10-22 09:09:00,2024-10-22 09:09:00,2024-10-22 09:10:00,2024-10-22 11:59:00,2024-10-22 11:34:00,2024-10-22 11:29:00,2024-10-22 11:32:26.221,Y
AA,1001_2024-10-23_DFW,1001,2024-10-23,DFW,CUN,2024-10-23 09:09:00,2024-10-23 09:09:00,2024-10-23 09:06:00,2024-10-23 11:59:00,2024-10-23 11:34:00,2024-10-23 11:33:00,2024-10-23 11:35:27.546,Y
AA,1001_2024-10-24_DFW,1001,2024-10-24,DFW,CUN,2024-10-24 09:09:00,2024-10-24 09:19:00,2024-10-24 09:50:00,2024-10-24 11:59:00,2024-10-24 12:10:00,,2024-10-24 09:19:38.554,N
AA,1001_2024-10-24_DFW,1001,2024-10-24,DFW,CUN,2024-10-24 09:09:00,2024-10-24 09:27:00,2024-10-24 09:50:00,2024-10-24 11:59:00,2024-10-24 12:18:00,,2024-10-24 09:23:39.700,N
AA,1001_2024-10-24_DFW,1001,2024-10-24,DFW,CUN,2024-10-24 09:09:00,2024-10-24 09:40:00,2024-10-24 09:50:00,2024-10-24 11:59:00,2024-10-24 12:40:00,,2024-10-24 09:33:36.393,N
AA,1001_2024-10-24_DFW,1001,2024-10-24,DFW,CUN,2024-10-24 09:09:00,2024-10-24 09:55:00,2024-10-24 09:50:00,2024-10-24 11:59:00,2024-10-24 12:55:00,,2024-10-24 09:48:51.930,N
